Genome_ID	contig_length
GCF_032607615.1_ASM3260761v1	58806
GCF_032608435.1_ASM3260843v1	22194
GCF_032608435.1_ASM3260843v1	23085
GCF_032608435.1_ASM3260843v1	27378
GCF_032608435.1_ASM3260843v1	17253
GCF_032608435.1_ASM3260843v1	42120
GCF_032608435.1_ASM3260843v1	35883
GCF_032608435.1_ASM3260843v1	57672
GCF_032609235.1_ASM3260923v1	22275
GCF_032609235.1_ASM3260923v1	23814
GCF_032609235.1_ASM3260923v1	27297
GCF_032609235.1_ASM3260923v1	18063
GCF_032609235.1_ASM3260923v1	42120
GCF_032609235.1_ASM3260923v1	35883
GCF_032609235.1_ASM3260923v1	58806
GCF_032610035.1_ASM3261003v1	22275
GCF_032610035.1_ASM3261003v1	24138
GCF_032610035.1_ASM3261003v1	27378
GCF_032610035.1_ASM3261003v1	17253
GCF_032610035.1_ASM3261003v1	42120
GCF_032610035.1_ASM3261003v1	35883
GCF_032610035.1_ASM3261003v1	57753
GCF_032610675.1_ASM3261067v1	22275
GCF_032610675.1_ASM3261067v1	23085
GCF_032610675.1_ASM3261067v1	27378
GCF_032610675.1_ASM3261067v1	16686
GCF_032610675.1_ASM3261067v1	42039
GCF_032610675.1_ASM3261067v1	35802
GCF_032610675.1_ASM3261067v1	58644
GCF_035341875.1_ASM3534187v1	37584
GCF_035341875.1_ASM3534187v1	64800
GCF_035341875.1_ASM3534187v1	27783
GCF_035341875.1_ASM3534187v1	27297
GCF_035341875.1_ASM3534187v1	31833
GCF_035341875.1_ASM3534187v1	30051
GCF_035341875.1_ASM3534187v1	17010
GCF_035341875.1_ASM3534187v1	56457
GCF_038801875.1_ASM3880187v1	26811
GCF_040790685.1_ASM4079068v1	26811
GCF_040790685.1_ASM4079068v1	31671
GCF_040790685.1_ASM4079068v1	31590
GCF_040790685.1_ASM4079068v1	31104
GCF_040790685.1_ASM4079068v1	8991
GCF_040790685.1_ASM4079068v1	23085
GCF_040790685.1_ASM4079068v1	27459
GCF_040790685.1_ASM4079068v1	24948
GCF_040790685.1_ASM4079068v1	26163
GCF_040790685.1_ASM4079068v1	31023
GCF_040790685.1_ASM4079068v1	36612
GCF_040790685.1_ASM4079068v1	49815
GCF_040790705.1_ASM4079070v1	27297
GCF_040790705.1_ASM4079070v1	29889
GCF_040790705.1_ASM4079070v1	30780
GCF_040790705.1_ASM4079070v1	21141
GCF_040790705.1_ASM4079070v1	41796
GCF_040790705.1_ASM4079070v1	26811
GCF_040790705.1_ASM4079070v1	26001
GCF_040790705.1_ASM4079070v1	37422
GCF_040790705.1_ASM4079070v1	58158
GCF_040790715.1_ASM4079071v1	26811
GCF_040790715.1_ASM4079071v1	30699
GCF_040790715.1_ASM4079071v1	30618
GCF_040790715.1_ASM4079071v1	30375
GCF_040790715.1_ASM4079071v1	18063
GCF_040790715.1_ASM4079071v1	27783
GCF_040790715.1_ASM4079071v1	25272
GCF_040790715.1_ASM4079071v1	29160
GCF_040790715.1_ASM4079071v1	30294
GCF_040790715.1_ASM4079071v1	27540
GCF_040790715.1_ASM4079071v1	29646
GCF_040790715.1_ASM4079071v1	23895
GCF_040790715.1_ASM4079071v1	54513
GCF_040790735.1_ASM4079073v1	26811
GCF_040790735.1_ASM4079073v1	15066
GCF_040790735.1_ASM4079073v1	30780
GCF_040790735.1_ASM4079073v1	31266
GCF_040790735.1_ASM4079073v1	30618
GCF_040790735.1_ASM4079073v1	31023
GCF_040790735.1_ASM4079073v1	21546
GCF_040790735.1_ASM4079073v1	31185
GCF_040790735.1_ASM4079073v1	18225
GCF_040790735.1_ASM4079073v1	25272
GCF_040790735.1_ASM4079073v1	29160
GCF_040790735.1_ASM4079073v1	29727
GCF_040790735.1_ASM4079073v1	27459
GCF_040790735.1_ASM4079073v1	30375
GCF_040790735.1_ASM4079073v1	30375
GCF_040790735.1_ASM4079073v1	23976
GCF_040790735.1_ASM4079073v1	54513
GCF_040790745.1_ASM4079074v1	26811
GCF_040790745.1_ASM4079074v1	30456
GCF_040790745.1_ASM4079074v1	28107
GCF_040790745.1_ASM4079074v1	16038
GCF_040790745.1_ASM4079074v1	29970
GCF_040790745.1_ASM4079074v1	17658
GCF_040790745.1_ASM4079074v1	31023
GCF_040790745.1_ASM4079074v1	8829
GCF_040790745.1_ASM4079074v1	20898
GCF_040790745.1_ASM4079074v1	24462
GCF_040790745.1_ASM4079074v1	24138
GCF_040790745.1_ASM4079074v1	30132
GCF_040790745.1_ASM4079074v1	31266
GCF_040790745.1_ASM4079074v1	30132
GCF_040790745.1_ASM4079074v1	31185
GCF_040790745.1_ASM4079074v1	38313
GCF_040790745.1_ASM4079074v1	54513
GCF_040790755.1_ASM4079075v1	26811
GCF_040790755.1_ASM4079075v1	30537
GCF_040790755.1_ASM4079075v1	30537
GCF_040790755.1_ASM4079075v1	30618
GCF_040790755.1_ASM4079075v1	29970
GCF_040790755.1_ASM4079075v1	31023
GCF_040790755.1_ASM4079075v1	8910
GCF_040790755.1_ASM4079075v1	20817
GCF_040790755.1_ASM4079075v1	24462
GCF_040790755.1_ASM4079075v1	30132
GCF_040790755.1_ASM4079075v1	29889
GCF_040790755.1_ASM4079075v1	29241
GCF_040790755.1_ASM4079075v1	39528
GCF_040790755.1_ASM4079075v1	5265
GCF_040790755.1_ASM4079075v1	55404
GCF_040790765.1_ASM4079076v1	26811
GCF_040790765.1_ASM4079076v1	30699
GCF_040790765.1_ASM4079076v1	30456
GCF_040790765.1_ASM4079076v1	31104
GCF_040790765.1_ASM4079076v1	30375
GCF_040790765.1_ASM4079076v1	31185
GCF_040790765.1_ASM4079076v1	30537
GCF_040790765.1_ASM4079076v1	9477
GCF_040790765.1_ASM4079076v1	18387
GCF_040790765.1_ASM4079076v1	25272
GCF_040790765.1_ASM4079076v1	28998
GCF_040790765.1_ASM4079076v1	28107
GCF_040790765.1_ASM4079076v1	29727
GCF_040790765.1_ASM4079076v1	26487
GCF_040790765.1_ASM4079076v1	25839
GCF_040790765.1_ASM4079076v1	30699
GCF_040790765.1_ASM4079076v1	54270
GCF_040790775.1_ASM4079077v1	28998
GCF_040790775.1_ASM4079077v1	30537
GCF_040790775.1_ASM4079077v1	30618
GCF_040790775.1_ASM4079077v1	31185
GCF_040790775.1_ASM4079077v1	31266
GCF_040790775.1_ASM4079077v1	31023
GCF_040790775.1_ASM4079077v1	17091
GCF_040790775.1_ASM4079077v1	19035
GCF_040790775.1_ASM4079077v1	24705
GCF_040790775.1_ASM4079077v1	30294
GCF_040790775.1_ASM4079077v1	28917
GCF_040790775.1_ASM4079077v1	27702
GCF_040790775.1_ASM4079077v1	37341
GCF_040790775.1_ASM4079077v1	39285
GCF_040790775.1_ASM4079077v1	54270
GCF_040790775.1_ASM4079077v1	53784
GCF_040790785.1_ASM4079078v1	26811
GCF_040790785.1_ASM4079078v1	30699
GCF_040790785.1_ASM4079078v1	30456
GCF_040790785.1_ASM4079078v1	30699
GCF_040790785.1_ASM4079078v1	29727
GCF_040790785.1_ASM4079078v1	30780
GCF_040790785.1_ASM4079078v1	30861
GCF_040790785.1_ASM4079078v1	8748
GCF_040790785.1_ASM4079078v1	18306
GCF_040790785.1_ASM4079078v1	25191
GCF_040790785.1_ASM4079078v1	28917
GCF_040790785.1_ASM4079078v1	28674
GCF_040790785.1_ASM4079078v1	29646
GCF_040790785.1_ASM4079078v1	27783
GCF_040790785.1_ASM4079078v1	25839
GCF_040790785.1_ASM4079078v1	54351
GCF_040790785.1_ASM4079078v1	21384
GCF_040790795.1_ASM4079079v1	26811
GCF_040790795.1_ASM4079079v1	11583
GCF_040790795.1_ASM4079079v1	30213
GCF_040790795.1_ASM4079079v1	30618
GCF_040790795.1_ASM4079079v1	21384
GCF_040790795.1_ASM4079079v1	18144
GCF_040790795.1_ASM4079079v1	25272
GCF_040790795.1_ASM4079079v1	25515
GCF_040790795.1_ASM4079079v1	29160
GCF_040790795.1_ASM4079079v1	30132
GCF_040790795.1_ASM4079079v1	28188
GCF_040790795.1_ASM4079079v1	27135
GCF_040790795.1_ASM4079079v1	23976
GCF_040790795.1_ASM4079079v1	30618
GCF_040790795.1_ASM4079079v1	54513
GCF_040790805.1_ASM4079080v1	26811
GCF_040790805.1_ASM4079080v1	12798
GCF_040790805.1_ASM4079080v1	30780
GCF_040790805.1_ASM4079080v1	31023
GCF_040790805.1_ASM4079080v1	12393
GCF_040790805.1_ASM4079080v1	17091
GCF_040790805.1_ASM4079080v1	30375
GCF_040790805.1_ASM4079080v1	30294
GCF_040790805.1_ASM4079080v1	28917
GCF_040790805.1_ASM4079080v1	37341
GCF_040790805.1_ASM4079080v1	54270
GCF_040819585.1_PFhe_I_PB_Ill_cons	26811
GCF_040819585.1_PFhe_I_PB_Ill_cons	47628
GCF_040819585.1_PFhe_I_PB_Ill_cons	31023
GCF_040819585.1_PFhe_I_PB_Ill_cons	31023
GCF_040819585.1_PFhe_I_PB_Ill_cons	31347
GCF_040819585.1_PFhe_I_PB_Ill_cons	17496
GCF_040819585.1_PFhe_I_PB_Ill_cons	24705
GCF_040819585.1_PFhe_I_PB_Ill_cons	30294
GCF_040819585.1_PFhe_I_PB_Ill_cons	30780
GCF_040819585.1_PFhe_I_PB_Ill_cons	29241
GCF_040819585.1_PFhe_I_PB_Ill_cons	15309
GCF_040819585.1_PFhe_I_PB_Ill_cons	28512
GCF_040819585.1_PFhe_I_PB_Ill_cons	37422
GCF_040819585.1_PFhe_I_PB_Ill_cons	54432
GCF_044941625.1_ASM4494162v1	18387
GCF_044941625.1_ASM4494162v1	26811
GCF_044941625.1_ASM4494162v1	53055
GCF_051054285.1_ASM5105428v1	26892
GCF_051054285.1_ASM5105428v1	31104
GCF_051054285.1_ASM5105428v1	36531
GCF_051054285.1_ASM5105428v1	21465
GCF_051054285.1_ASM5105428v1	23490
GCF_051054285.1_ASM5105428v1	36126
GCF_051054285.1_ASM5105428v1	25515
GCF_051054285.1_ASM5105428v1	61479
GCF_051054285.1_ASM5105428v1	54432
GCF_051054305.1_ASM5105430v1	26973
GCF_051054305.1_ASM5105430v1	27864
GCF_051054305.1_ASM5105430v1	13527
GCF_051054305.1_ASM5105430v1	19440
GCF_051054305.1_ASM5105430v1	28269
GCF_051054305.1_ASM5105430v1	17334
GCF_051054305.1_ASM5105430v1	16119
GCF_051054305.1_ASM5105430v1	23328
GCF_051054305.1_ASM5105430v1	14094
GCF_051054305.1_ASM5105430v1	11097
GCF_051054305.1_ASM5105430v1	13446
GCF_051054305.1_ASM5105430v1	12798
GCF_051054305.1_ASM5105430v1	10368
GCF_051054305.1_ASM5105430v1	10287
GCF_051054305.1_ASM5105430v1	47790
GCF_051054345.1_ASM5105434v1	26973
GCF_051054345.1_ASM5105434v1	10854
GCF_051054345.1_ASM5105434v1	24705
GCF_051054345.1_ASM5105434v1	10287
GCF_051054345.1_ASM5105434v1	15957
GCF_051054345.1_ASM5105434v1	15309
GCF_051054345.1_ASM5105434v1	22923
GCF_051054345.1_ASM5105434v1	12798
GCF_051054345.1_ASM5105434v1	12393
GCF_051054345.1_ASM5105434v1	10530
GCF_051054345.1_ASM5105434v1	54189
GCF_051054355.1_ASM5105435v1	26973
GCF_051054355.1_ASM5105435v1	27135
GCF_051054355.1_ASM5105435v1	14418
GCF_051054355.1_ASM5105435v1	18387
GCF_051054355.1_ASM5105435v1	42039
GCF_051054355.1_ASM5105435v1	17982
GCF_051054355.1_ASM5105435v1	11097
GCF_051054355.1_ASM5105435v1	20250
GCF_051054355.1_ASM5105435v1	20736
GCF_051054355.1_ASM5105435v1	28188
GCF_051054355.1_ASM5105435v1	54432
GCF_051054405.1_ASM5105440v1	26973
GCF_051054405.1_ASM5105440v1	12231
GCF_051054405.1_ASM5105440v1	11826
GCF_051054405.1_ASM5105440v1	17334
GCF_051054405.1_ASM5105440v1	20655
GCF_051054405.1_ASM5105440v1	10935
GCF_051054405.1_ASM5105440v1	20331
GCF_051054405.1_ASM5105440v1	18873
GCF_051054405.1_ASM5105440v1	12474
GCF_051054405.1_ASM5105440v1	54513
GCF_051054475.1_ASM5105447v1	26892
GCF_051054475.1_ASM5105447v1	14661
GCF_051054475.1_ASM5105447v1	17172
GCF_051054475.1_ASM5105447v1	10206
GCF_051054475.1_ASM5105447v1	21384
GCF_051054475.1_ASM5105447v1	19278
GCF_051054475.1_ASM5105447v1	20169
GCF_051054475.1_ASM5105447v1	47871
GCF_051054475.1_ASM5105447v1	11907
GCF_051054475.1_ASM5105447v1	20250
GCF_051054485.1_ASM5105448v1	26892
GCF_051054485.1_ASM5105448v1	28026
GCF_051054485.1_ASM5105448v1	12474
GCF_051054485.1_ASM5105448v1	17901
GCF_051054485.1_ASM5105448v1	16281
GCF_051054485.1_ASM5105448v1	16038
GCF_051054485.1_ASM5105448v1	29808
GCF_051054485.1_ASM5105448v1	16848
GCF_051054485.1_ASM5105448v1	12798
GCF_051054485.1_ASM5105448v1	10449
GCF_051054485.1_ASM5105448v1	47790
GCF_051054855.1_ASM5105485v1	26892
GCF_051054855.1_ASM5105485v1	28107
GCF_051054855.1_ASM5105485v1	14094
GCF_051054855.1_ASM5105485v1	21951
GCF_051054855.1_ASM5105485v1	20331
GCF_051054855.1_ASM5105485v1	10206
GCF_051054855.1_ASM5105485v1	31104
GCF_051054855.1_ASM5105485v1	28107
GCF_051054855.1_ASM5105485v1	54756
GCF_051147265.1_ASM5114726v1	7290
GCF_051147265.1_ASM5114726v1	11664
GCF_051147265.1_ASM5114726v1	26892
GCF_051147265.1_ASM5114726v1	36693
GCF_051147265.1_ASM5114726v1	10287
GCF_051147265.1_ASM5114726v1	7209
GCF_051147265.1_ASM5114726v1	6156
GCF_051147265.1_ASM5114726v1	23490
GCF_051147265.1_ASM5114726v1	16848
GCF_051147265.1_ASM5114726v1	28188
GCF_051147265.1_ASM5114726v1	54675
GCF_051147265.1_ASM5114726v1	59373
all_plasmid_contigs.fasta	5265
all_plasmid_contigs.fasta	9477
all_plasmid_contigs.fasta	17010
all_plasmid_contigs.fasta	18954
all_plasmid_contigs.fasta	24462
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	28431
all_plasmid_contigs.fasta	30132
all_plasmid_contigs.fasta	28917
all_plasmid_contigs.fasta	27621
all_plasmid_contigs.fasta	31104
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	30132
all_plasmid_contigs.fasta	31185
all_plasmid_contigs.fasta	31266
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	37260
all_plasmid_contigs.fasta	39285
all_plasmid_contigs.fasta	54270
all_plasmid_contigs.fasta	53622
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	30699
all_plasmid_contigs.fasta	30132
all_plasmid_contigs.fasta	48762
all_plasmid_contigs.fasta	31347
all_plasmid_contigs.fasta	30780
all_plasmid_contigs.fasta	17415
all_plasmid_contigs.fasta	24624
all_plasmid_contigs.fasta	23652
all_plasmid_contigs.fasta	30051
all_plasmid_contigs.fasta	28755
all_plasmid_contigs.fasta	29241
all_plasmid_contigs.fasta	37260
all_plasmid_contigs.fasta	54270
all_plasmid_contigs.fasta	25029
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	28836
all_plasmid_contigs.fasta	30375
all_plasmid_contigs.fasta	8667
all_plasmid_contigs.fasta	15552
all_plasmid_contigs.fasta	6885
all_plasmid_contigs.fasta	32724
all_plasmid_contigs.fasta	34668
all_plasmid_contigs.fasta	60669
all_plasmid_contigs.fasta	60507
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	30456
all_plasmid_contigs.fasta	28107
all_plasmid_contigs.fasta	16038
all_plasmid_contigs.fasta	29970
all_plasmid_contigs.fasta	17658
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	8829
all_plasmid_contigs.fasta	20898
all_plasmid_contigs.fasta	23652
all_plasmid_contigs.fasta	29889
all_plasmid_contigs.fasta	29727
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	29484
all_plasmid_contigs.fasta	38313
all_plasmid_contigs.fasta	54432
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	61479
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	30213
all_plasmid_contigs.fasta	30375
all_plasmid_contigs.fasta	30051
all_plasmid_contigs.fasta	31185
all_plasmid_contigs.fasta	31428
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	17739
all_plasmid_contigs.fasta	23085
all_plasmid_contigs.fasta	24624
all_plasmid_contigs.fasta	29079
all_plasmid_contigs.fasta	30456
all_plasmid_contigs.fasta	24867
all_plasmid_contigs.fasta	27297
all_plasmid_contigs.fasta	30294
all_plasmid_contigs.fasta	23085
all_plasmid_contigs.fasta	27864
all_plasmid_contigs.fasta	53541
all_plasmid_contigs.fasta	15552
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	15066
all_plasmid_contigs.fasta	30780
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	21546
all_plasmid_contigs.fasta	31266
all_plasmid_contigs.fasta	18063
all_plasmid_contigs.fasta	25191
all_plasmid_contigs.fasta	24381
all_plasmid_contigs.fasta	29079
all_plasmid_contigs.fasta	29808
all_plasmid_contigs.fasta	27621
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	23895
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	54513
all_plasmid_contigs.fasta	27378
all_plasmid_contigs.fasta	56214
all_plasmid_contigs.fasta	24948
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	26892
all_plasmid_contigs.fasta	23166
all_plasmid_contigs.fasta	22680
all_plasmid_contigs.fasta	27540
all_plasmid_contigs.fasta	20898
all_plasmid_contigs.fasta	30375
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	30375
all_plasmid_contigs.fasta	31428
all_plasmid_contigs.fasta	31266
all_plasmid_contigs.fasta	25515
all_plasmid_contigs.fasta	29727
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	34263
all_plasmid_contigs.fasta	58563
all_plasmid_contigs.fasta	27378
all_plasmid_contigs.fasta	61884
all_plasmid_contigs.fasta	40581
all_plasmid_contigs.fasta	29889
all_plasmid_contigs.fasta	41148
all_plasmid_contigs.fasta	37260
all_plasmid_contigs.fasta	44793
all_plasmid_contigs.fasta	67878
all_plasmid_contigs.fasta	26892
all_plasmid_contigs.fasta	55890
all_plasmid_contigs.fasta	25515
all_plasmid_contigs.fasta	26892
all_plasmid_contigs.fasta	28593
all_plasmid_contigs.fasta	29079
all_plasmid_contigs.fasta	24543
all_plasmid_contigs.fasta	25434
all_plasmid_contigs.fasta	28917
all_plasmid_contigs.fasta	31104
all_plasmid_contigs.fasta	30780
all_plasmid_contigs.fasta	30699
all_plasmid_contigs.fasta	31590
all_plasmid_contigs.fasta	36531
all_plasmid_contigs.fasta	57834
all_plasmid_contigs.fasta	29322
all_plasmid_contigs.fasta	25839
all_plasmid_contigs.fasta	24786
all_plasmid_contigs.fasta	23166
all_plasmid_contigs.fasta	12231
all_plasmid_contigs.fasta	8991
all_plasmid_contigs.fasta	7533
all_plasmid_contigs.fasta	5670
all_plasmid_contigs.fasta	5670
all_plasmid_contigs.fasta	5103
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	27378
all_plasmid_contigs.fasta	10773
all_plasmid_contigs.fasta	9882
all_plasmid_contigs.fasta	9639
all_plasmid_contigs.fasta	86184
all_plasmid_contigs.fasta	37503
all_plasmid_contigs.fasta	27945
all_plasmid_contigs.fasta	27378
all_plasmid_contigs.fasta	21141
all_plasmid_contigs.fasta	20979
all_plasmid_contigs.fasta	27297
all_plasmid_contigs.fasta	27378
all_plasmid_contigs.fasta	58239
all_plasmid_contigs.fasta	28512
all_plasmid_contigs.fasta	29241
all_plasmid_contigs.fasta	61641
all_plasmid_contigs.fasta	28431
all_plasmid_contigs.fasta	59130
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	89586
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	36531
all_plasmid_contigs.fasta	17496
all_plasmid_contigs.fasta	26082
all_plasmid_contigs.fasta	17010
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	31104
all_plasmid_contigs.fasta	30780
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	30942
all_plasmid_contigs.fasta	37098
all_plasmid_contigs.fasta	39285
all_plasmid_contigs.fasta	54270
all_plasmid_contigs.fasta	53622
all_plasmid_contigs.fasta	17010
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	28431
all_plasmid_contigs.fasta	31590
all_plasmid_contigs.fasta	26082
all_plasmid_contigs.fasta	57267
all_plasmid_contigs.fasta	62937
all_plasmid_contigs.fasta	37260
all_plasmid_contigs.fasta	54270
all_plasmid_contigs.fasta	53622
all_plasmid_contigs.fasta	17010
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	22113
all_plasmid_contigs.fasta	62127
all_plasmid_contigs.fasta	31590
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	30618
all_plasmid_contigs.fasta	31023
all_plasmid_contigs.fasta	37179
all_plasmid_contigs.fasta	39285
all_plasmid_contigs.fasta	54270
all_plasmid_contigs.fasta	53541
all_plasmid_contigs.fasta	26811
all_plasmid_contigs.fasta	30213
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	30942
all_plasmid_contigs.fasta	18549
all_plasmid_contigs.fasta	30375
all_plasmid_contigs.fasta	30375
all_plasmid_contigs.fasta	8748
all_plasmid_contigs.fasta	15714
all_plasmid_contigs.fasta	25029
all_plasmid_contigs.fasta	27945
all_plasmid_contigs.fasta	23328
all_plasmid_contigs.fasta	29646
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	39366
all_plasmid_contigs.fasta	54351
all_plasmid_contigs.fasta	28026
all_plasmid_contigs.fasta	22032
all_plasmid_contigs.fasta	18630
all_plasmid_contigs.fasta	16443
all_plasmid_contigs.fasta	9558
all_plasmid_contigs.fasta	9234
all_plasmid_contigs.fasta	8910
all_plasmid_contigs.fasta	8100
all_plasmid_contigs.fasta	7452
all_plasmid_contigs.fasta	6885
all_plasmid_contigs.fasta	6642
all_plasmid_contigs.fasta	54432
all_plasmid_contigs.fasta	5994
all_plasmid_contigs.fasta	5427
all_plasmid_contigs.fasta	5265
all_plasmid_contigs.fasta	33129
all_plasmid_contigs.fasta	31104
all_plasmid_contigs.fasta	29889
all_plasmid_contigs.fasta	28188
all_plasmid_contigs.fasta	25434
all_plasmid_contigs.fasta	23652
all_plasmid_contigs.fasta	22518
all_plasmid_contigs.fasta	18063
all_plasmid_contigs.fasta	11583
all_plasmid_contigs.fasta	8667
all_plasmid_contigs.fasta	8019
all_plasmid_contigs.fasta	7533
all_plasmid_contigs.fasta	6399
all_plasmid_contigs.fasta	5913
all_plasmid_contigs.fasta	5670
all_plasmid_contigs.fasta	5346
all_plasmid_contigs.fasta	5184
all_plasmid_contigs.fasta	54513
all_plasmid_contigs.fasta	5184
all_plasmid_contigs.fasta	5103
all_plasmid_contigs.fasta	30537
all_plasmid_contigs.fasta	29322
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	25515
all_plasmid_contigs.fasta	24867
all_plasmid_contigs.fasta	23814
all_plasmid_contigs.fasta	21546
all_plasmid_contigs.fasta	17820
all_plasmid_contigs.fasta	11826
all_plasmid_contigs.fasta	10368
all_plasmid_contigs.fasta	9639
all_plasmid_contigs.fasta	9072
all_plasmid_contigs.fasta	8991
all_plasmid_contigs.fasta	8505
all_plasmid_contigs.fasta	6885
all_plasmid_contigs.fasta	6642
all_plasmid_contigs.fasta	5994
all_plasmid_contigs.fasta	54756
all_plasmid_contigs.fasta	5670
all_plasmid_contigs.fasta	5346
all_plasmid_contigs.fasta	5346
all_plasmid_contigs.fasta	5103
all_plasmid_contigs.fasta	31347
all_plasmid_contigs.fasta	29808
all_plasmid_contigs.fasta	26892
all_plasmid_contigs.fasta	24543
all_plasmid_contigs.fasta	23895
all_plasmid_contigs.fasta	22113
all_plasmid_contigs.fasta	21465
all_plasmid_contigs.fasta	13284
all_plasmid_contigs.fasta	9639
all_plasmid_contigs.fasta	9558
all_plasmid_contigs.fasta	8424
all_plasmid_contigs.fasta	7371
all_plasmid_contigs.fasta	7209
all_plasmid_contigs.fasta	7128
all_plasmid_contigs.fasta	5751
all_plasmid_contigs.fasta	5427
all_plasmid_contigs.fasta	5184
all_plasmid_contigs.fasta	60102
all_plasmid_contigs.fasta	5184
all_plasmid_contigs.fasta	54756
all_plasmid_contigs.fasta	28107
all_plasmid_contigs.fasta	28026
all_plasmid_contigs.fasta	26892
all_plasmid_contigs.fasta	25191
all_plasmid_contigs.fasta	22437
all_plasmid_contigs.fasta	19197
all_plasmid_contigs.fasta	18954
all_plasmid_contigs.fasta	17010
all_plasmid_contigs.fasta	10773
all_plasmid_contigs.fasta	8505
all_plasmid_contigs.fasta	5994
all_plasmid_contigs.fasta	5103
all_plasmid_contigs.fasta	5022
all_plasmid_contigs.fasta	54432
all_plasmid_contigs.fasta	32238
all_plasmid_contigs.fasta	29241
all_plasmid_contigs.fasta	28674
all_plasmid_contigs.fasta	28188
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	26001
all_plasmid_contigs.fasta	22761
all_plasmid_contigs.fasta	18954
all_plasmid_contigs.fasta	17496
all_plasmid_contigs.fasta	9639
all_plasmid_contigs.fasta	9315
all_plasmid_contigs.fasta	7695
all_plasmid_contigs.fasta	7128
all_plasmid_contigs.fasta	6156
all_plasmid_contigs.fasta	5427
all_plasmid_contigs.fasta	5346
all_plasmid_contigs.fasta	5022
all_plasmid_contigs.fasta	53784
all_plasmid_contigs.fasta	34911
all_plasmid_contigs.fasta	29241
all_plasmid_contigs.fasta	28836
all_plasmid_contigs.fasta	27135
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	24462
all_plasmid_contigs.fasta	21546
all_plasmid_contigs.fasta	18630
all_plasmid_contigs.fasta	14499
all_plasmid_contigs.fasta	8910
all_plasmid_contigs.fasta	6804
all_plasmid_contigs.fasta	5589
all_plasmid_contigs.fasta	5184
all_plasmid_contigs.fasta	54189
all_plasmid_contigs.fasta	28107
all_plasmid_contigs.fasta	27945
all_plasmid_contigs.fasta	27702
all_plasmid_contigs.fasta	27378
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	25110
all_plasmid_contigs.fasta	19035
all_plasmid_contigs.fasta	18954
all_plasmid_contigs.fasta	17253
all_plasmid_contigs.fasta	8505
all_plasmid_contigs.fasta	6156
all_plasmid_contigs.fasta	5346
all_plasmid_contigs.fasta	5184
all_plasmid_contigs.fasta	54918
all_plasmid_contigs.fasta	32157
all_plasmid_contigs.fasta	30213
all_plasmid_contigs.fasta	29079
all_plasmid_contigs.fasta	28188
all_plasmid_contigs.fasta	26973
all_plasmid_contigs.fasta	25515
all_plasmid_contigs.fasta	22842
all_plasmid_contigs.fasta	11826
all_plasmid_contigs.fasta	11178
all_plasmid_contigs.fasta	10125
all_plasmid_contigs.fasta	9639
all_plasmid_contigs.fasta	9558
all_plasmid_contigs.fasta	8586
all_plasmid_contigs.fasta	8505
all_plasmid_contigs.fasta	7776
all_plasmid_contigs.fasta	7209
all_plasmid_contigs.fasta	6399
all_plasmid_contigs.fasta	54513
all_plasmid_contigs.fasta	5994
all_plasmid_contigs.fasta	5589
all_plasmid_contigs.fasta	5508
all_plasmid_contigs.fasta	5265
all_plasmid_contigs.fasta	5265
