genome_1,genome_2,species,comparison,snp_distance,diff_sites,valid_sites
GCF_026572415.1_ASM2657241v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.011130087361143499,8257,741863
GCF_026572415.1_ASM2657241v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.008927862387358588,6633,742955
GCF_026572415.1_ASM2657241v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.008953788592000581,6648,742479
GCF_026572415.1_ASM2657241v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.009005437628279456,6656,739109
GCF_026572415.1_ASM2657241v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.015044109442089006,11163,742018
GCF_026572415.1_ASM2657241v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.015045393493352302,11168,742287
GCF_026572415.1_ASM2657241v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.008950924704552185,6650,742940
GCF_026572415.1_ASM2657241v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.009003137724518377,6631,736521
GCF_026572415.1_ASM2657241v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.01113372602407365,8260,741890
GCF_026572415.1_ASM2657241v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,0.01509287716663876,11177,740548
GCF_026572415.1_ASM2657241v1,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.008928078693078956,6633,742937
GCF_026572415.1_ASM2657241v1,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.008930242074982265,6634,742869
GCF_026572415.1_ASM2657241v1,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,0.015069887969141008,11189,742474
GCF_014525745.1_ASM1452574v1,GCF_003814425.1_ASM381442v1,Borreliella bavariensis,Intra-species,7.938933721811823e-06,6,755769
GCF_014525745.1_ASM1452574v1,GCF_014525805.2_ASM1452580v2,Borreliella bavariensis,Intra-species,0.000126997733884186,96,755919
GCF_014525745.1_ASM1452574v1,GCF_014526045.1_ASM1452604v1,Borreliella bavariensis,Intra-species,0.00018122915699339505,137,755949
GCF_014525745.1_ASM1452574v1,GCF_014526005.1_ASM1452600v1,Borreliella bavariensis,Intra-species,2.1169565574052462e-05,16,755802
GCF_014525745.1_ASM1452574v1,GCF_026572535.1_ASM2657253v1,Borreliella bavariensis,Intra-species,0.015138540583521928,11385,752054
GCF_014525745.1_ASM1452574v1,GCF_026572835.1_ASM2657283v1,Borreliella bavariensis,Intra-species,0.015108214477710007,11382,753365
GCF_014525745.1_ASM1452574v1,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,0.00012964334850248705,98,755920
GCF_014525745.1_ASM1452574v1,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,0.00013228878111762855,100,755922
GCF_014525745.1_ASM1452574v1,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.00013895064473099154,105,755664
GCF_014525745.1_ASM1452574v1,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,0.00015247237266899575,115,754235
GCF_014525745.1_ASM1452574v1,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,1.985377036335047e-05,15,755524
GCF_014525745.1_ASM1452574v1,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.00031483855264219656,238,755943
GCF_014525745.1_ASM1452574v1,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,0.00012832215475387282,97,755910
GCF_014525745.1_ASM1452574v1,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.014634521047222487,11050,755064
GCF_014525745.1_ASM1452574v1,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,9.259847186064723e-06,7,755952
GCF_014525745.1_ASM1452574v1,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.015168729163285342,11402,751678
GCF_014525745.1_ASM1452574v1,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.014656162222937351,11067,755109
GCF_014525745.1_ASM1452574v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.014864902475584106,11216,754529
GCF_014525745.1_ASM1452574v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.014620204317487718,11044,755393
GCF_014525745.1_ASM1452574v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.014666264016593421,11073,754998
GCF_014525745.1_ASM1452574v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.014740255245741912,11074,751276
GCF_014525745.1_ASM1452574v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.00013369196312749184,101,755468
GCF_014525745.1_ASM1452574v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.00013364685208733888,101,755723
GCF_014525745.1_ASM1452574v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.01465621893115906,11071,755379
GCF_014525745.1_ASM1452574v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.014704154494427028,11013,748972
GCF_014525745.1_ASM1452574v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.014867021135608225,11218,754556
GCF_014525745.1_ASM1452574v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,2.6525269297796547e-05,20,753998
GCF_014525745.1_ASM1452574v1,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.014631124102433755,11052,755376
GCF_014525745.1_ASM1452574v1,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.014642806081113282,11061,755388
GCF_014525745.1_ASM1452574v1,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,2.6457651222012767e-06,2,755925
GCF_003814425.1_ASM381442v1,GCF_014525805.2_ASM1452580v2,Borreliella bavariensis,Intra-species,0.00013229980723918086,100,755859
GCF_003814425.1_ASM381442v1,GCF_014526045.1_ASM1452604v1,Borreliella bavariensis,Intra-species,0.00017992059680720318,136,755889
GCF_003814425.1_ASM381442v1,GCF_014526005.1_ASM1452600v1,Borreliella bavariensis,Intra-species,2.381774660299389e-05,18,755739
GCF_003814425.1_ASM381442v1,GCF_026572535.1_ASM2657253v1,Borreliella bavariensis,Intra-species,0.015136421973812833,11381,751895
GCF_003814425.1_ASM381442v1,GCF_026572835.1_ASM2657283v1,Borreliella bavariensis,Intra-species,0.015106093153798562,11378,753206
GCF_003814425.1_ASM381442v1,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,0.00012833420874022112,97,755839
GCF_003814425.1_ASM381442v1,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,0.00013494580338396447,102,755859
GCF_003814425.1_ASM381442v1,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.00014160912968617034,107,755601
GCF_003814425.1_ASM381442v1,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,0.00015117839581156275,114,754076
GCF_003814425.1_ASM381442v1,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,2.5144082207915092e-05,19,755645
GCF_003814425.1_ASM381442v1,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.00030957171943276935,234,755883
GCF_003814425.1_ASM381442v1,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,0.00013495919469054651,102,755784
GCF_003814425.1_ASM381442v1,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.014629674766592838,11044,754904
GCF_003814425.1_ASM381442v1,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,1.3229403142247834e-05,10,755892
GCF_003814425.1_ASM381442v1,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.015167946518983552,11399,751519
GCF_003814425.1_ASM381442v1,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.014652626001721968,11062,754950
GCF_003814425.1_ASM381442v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.01486803557935761,11216,754370
GCF_003814425.1_ASM381442v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.014616661855795687,11039,755234
GCF_003814425.1_ASM381442v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.014662729403223733,11068,754839
GCF_003814425.1_ASM381442v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.014735407047646436,11068,751116
GCF_003814425.1_ASM381442v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.00013238457719675658,100,755375
GCF_003814425.1_ASM381442v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.0001323367493859575,100,755648
GCF_003814425.1_ASM381442v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.01465137926879488,11065,755219
GCF_003814425.1_ASM381442v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.014699283665325876,11007,748812
GCF_003814425.1_ASM381442v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.01487015457378542,11218,754397
GCF_003814425.1_ASM381442v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,2.1221904188408064e-05,16,753938
GCF_003814425.1_ASM381442v1,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.014626279104256266,11046,755216
GCF_003814425.1_ASM381442v1,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.01463926835436669,11056,755229
GCF_003814425.1_ASM381442v1,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,5.291950282127099e-06,4,755865
GCF_014525805.2_ASM1452580v2,GCF_014526045.1_ASM1452604v1,Borreliella bavariensis,Intra-species,0.0001534312383355885,116,756039
GCF_014525805.2_ASM1452580v2,GCF_014526005.1_ASM1452600v1,Borreliella bavariensis,Intra-species,0.00012832571978160814,97,755889
GCF_014525805.2_ASM1452580v2,GCF_026572535.1_ASM2657253v1,Borreliella bavariensis,Intra-species,0.015117446429402496,11369,752045
GCF_014525805.2_ASM1452580v2,GCF_026572835.1_ASM2657283v1,Borreliella bavariensis,Intra-species,0.01508715666962233,11366,753356
GCF_014525805.2_ASM1452580v2,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,3.968154239509854e-06,3,756019
GCF_014525805.2_ASM1452580v2,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,1.1904147801899109e-05,9,756039
GCF_014525805.2_ASM1452580v2,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.00011114727808255068,84,755754
GCF_014525805.2_ASM1452580v2,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,2.6515985161654704e-05,20,754262
GCF_014525805.2_ASM1452580v2,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,0.00012704933219694764,96,755612
GCF_014525805.2_ASM1452580v2,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.0004391325280806734,332,756036
GCF_014525805.2_ASM1452580v2,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,7.936885883454769e-06,6,755964
GCF_014525805.2_ASM1452580v2,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.014616115074755945,11036,755057
GCF_014525805.2_ASM1452580v2,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,0.00014020385110880083,106,756042
GCF_014525805.2_ASM1452580v2,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.01514629444609263,11385,751669
GCF_014525805.2_ASM1452580v2,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.014639062485515221,11054,755103
GCF_014525805.2_ASM1452580v2,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.014837188528381508,11195,754523
GCF_014525805.2_ASM1452580v2,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.014603110723377553,11031,755387
GCF_014525805.2_ASM1452580v2,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.014647837328077649,11059,754992
GCF_014525805.2_ASM1452580v2,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.014721757453056096,11060,751269
GCF_014525805.2_ASM1452580v2,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.00010588621467371162,80,755528
GCF_014525805.2_ASM1452580v2,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.00010055556952160688,76,755801
GCF_014525805.2_ASM1452580v2,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.014637820835297046,11057,755372
GCF_014525805.2_ASM1452580v2,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.014685599460588946,10999,748965
GCF_014525805.2_ASM1452580v2,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.014839308196938572,11197,754550
GCF_014525805.2_ASM1452580v2,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,0.00014984988489407072,113,754088
GCF_014525805.2_ASM1452580v2,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.014612725700948808,11038,755369
GCF_014525805.2_ASM1452580v2,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.014625712553383586,11048,755382
GCF_014525805.2_ASM1452580v2,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,0.00012962705766419977,98,756015
GCF_014526045.1_ASM1452604v1,GCF_014526005.1_ASM1452600v1,Borreliella bavariensis,Intra-species,0.00017197609796816855,130,755919
GCF_014526045.1_ASM1452604v1,GCF_026572535.1_ASM2657253v1,Borreliella bavariensis,Intra-species,0.015118173054549081,11370,752075
GCF_014526045.1_ASM1452604v1,GCF_026572835.1_ASM2657283v1,Borreliella bavariensis,Intra-species,0.015087883236481697,11367,753386
GCF_014526045.1_ASM1452604v1,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,0.00014417627070219136,109,756019
GCF_014526045.1_ASM1452604v1,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,0.00014814050597918891,112,756039
GCF_014526045.1_ASM1452604v1,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.00015480674957428145,117,755781
GCF_014526045.1_ASM1452604v1,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,0.00016705203538321207,126,754256
GCF_014526045.1_ASM1452604v1,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,0.00017468589623128412,132,755642
GCF_014526045.1_ASM1452604v1,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.0004867319257786719,368,756063
GCF_014526045.1_ASM1452604v1,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,0.0001468323888439132,111,755964
GCF_014526045.1_ASM1452604v1,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.01460764630160353,11030,755084
GCF_014526045.1_ASM1452604v1,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,0.00018252229946354317,138,756072
GCF_014526045.1_ASM1452604v1,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.015151011242531917,11389,751699
GCF_014526045.1_ASM1452604v1,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.014630593407757604,11048,755130
GCF_014526045.1_ASM1452604v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.014840633490159698,11198,754550
GCF_014526045.1_ASM1452604v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.014594646114580879,11025,755414
GCF_014526045.1_ASM1452604v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.014640691161414482,11054,755019
GCF_014526045.1_ASM1452604v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.014713242184172417,11054,751296
GCF_014526045.1_ASM1452604v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.00014426481195942056,109,755555
GCF_014526045.1_ASM1452604v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.00014818186148171276,112,755828
GCF_014526045.1_ASM1452604v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.014629354817785038,11051,755399
GCF_014526045.1_ASM1452604v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.014677059301033923,10993,748992
GCF_014526045.1_ASM1452604v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.014842752959605182,11200,754577
GCF_014526045.1_ASM1452604v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,0.00019758181080414472,149,754118
GCF_014526045.1_ASM1452604v1,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.014604260546786057,11032,755396
GCF_014526045.1_ASM1452604v1,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.01461724708072051,11042,755409
GCF_014526045.1_ASM1452604v1,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,0.00018252881772910342,138,756045
GCF_014526005.1_ASM1452600v1,GCF_026572535.1_ASM2657253v1,Borreliella bavariensis,Intra-species,0.015131627068829088,11378,751935
GCF_014526005.1_ASM1452600v1,GCF_026572835.1_ASM2657283v1,Borreliella bavariensis,Intra-species,0.01510130820475648,11375,753246
GCF_014526005.1_ASM1452600v1,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,0.00012435967994581094,94,755872
GCF_014526005.1_ASM1452600v1,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,0.00012700176611831008,96,755895
GCF_014526005.1_ASM1452600v1,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.00012836749629123806,97,755643
GCF_014526005.1_ASM1452600v1,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,0.0001471918187869803,111,754118
GCF_014526005.1_ASM1452600v1,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,1.4560048286414681e-05,11,755492
GCF_014526005.1_ASM1452600v1,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.0003307258904133148,250,755913
GCF_014526005.1_ASM1452600v1,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,0.0001230456578775021,93,755817
GCF_014526005.1_ASM1452600v1,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.014626386042808871,11042,754937
GCF_014526005.1_ASM1452600v1,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,2.645775622352571e-05,20,755922
GCF_014526005.1_ASM1452600v1,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.015161837143640278,11395,751558
GCF_014526005.1_ASM1452600v1,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.01464933647512593,11060,754983
GCF_014526005.1_ASM1452600v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.014860639255364133,11211,754409
GCF_014526005.1_ASM1452600v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.014613375137534143,11037,755267
GCF_014526005.1_ASM1452600v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.014659438951239416,11066,754872
GCF_014526005.1_ASM1452600v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.014731979418362389,11066,751155
GCF_014526005.1_ASM1452600v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.00012443639579246126,94,755406
GCF_014526005.1_ASM1452600v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.000127037731529574,96,755681
GCF_014526005.1_ASM1452600v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.014648090968312563,11063,755252
GCF_014526005.1_ASM1452600v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.014695965119617545,11005,748845
GCF_014526005.1_ASM1452600v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.014862758404954164,11213,754436
GCF_014526005.1_ASM1452600v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,4.111580332321796e-05,31,753968
GCF_014526005.1_ASM1452600v1,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.014622991887443744,11044,755249
GCF_014526005.1_ASM1452600v1,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.014635980626590508,11054,755262
GCF_014526005.1_ASM1452600v1,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,2.513576621091554e-05,19,755895
GCF_026572535.1_ASM2657253v1,GCF_026572835.1_ASM2657283v1,Borreliella bavariensis,Intra-species,0.00020593409046219582,155,752668
GCF_026572535.1_ASM2657253v1,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,0.015116036322101352,11368,752049
GCF_026572535.1_ASM2657253v1,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,0.015118695723283988,11370,752049
GCF_026572535.1_ASM2657253v1,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.015115541314349789,11364,751809
GCF_026572535.1_ASM2657253v1,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,0.015132480812962857,11359,750637
GCF_026572535.1_ASM2657253v1,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,0.015134703651965675,11376,751650
GCF_026572535.1_ASM2657253v1,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.015427059511780035,11603,752120
GCF_026572535.1_ASM2657253v1,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,0.01511623732279842,11368,752039
GCF_026572535.1_ASM2657253v1,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.009767253242565865,7346,752105
GCF_026572535.1_ASM2657253v1,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,0.015139387138036215,11386,752078
GCF_026572535.1_ASM2657253v1,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.00012916576228439637,97,750973
GCF_026572535.1_ASM2657253v1,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.009785544885088643,7361,752232
GCF_026572535.1_ASM2657253v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.011261045459384647,8462,751440
GCF_026572535.1_ASM2657253v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.009745972178664639,7334,752516
GCF_026572535.1_ASM2657253v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.009796021488218712,7367,752040
GCF_026572535.1_ASM2657253v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.009842572263444392,7370,748788
GCF_026572535.1_ASM2657253v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.015109201098996135,11356,751595
GCF_026572535.1_ASM2657253v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.015110445506102167,11361,751864
GCF_026572535.1_ASM2657253v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.009792678016374729,7369,752501
GCF_026572535.1_ASM2657253v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.009824815365850389,7330,746070
GCF_026572535.1_ASM2657253v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.011264633044431758,8465,751467
GCF_026572535.1_ASM2657253v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,0.015154827735147789,11368,750124
GCF_026572535.1_ASM2657253v1,GCF_026572675.1_ASM2657267v1,Borreliella bavariensis,Intra-species,0.00977012563488541,7352,752498
GCF_026572535.1_ASM2657253v1,GCF_014525935.1_ASM1452593v1,Borreliella bavariensis,Intra-species,0.009777653735231184,7357,752430
GCF_026572535.1_ASM2657253v1,GCF_014525685.1_ASM1452568v1,Borreliella bavariensis,Intra-species,0.015137271275485305,11384,752051
GCF_026572835.1_ASM2657283v1,GCF_014525525.1_ASM1452552v1,Borreliella bavariensis,Intra-species,0.015085749177020283,11365,753360
GCF_026572835.1_ASM2657283v1,GCF_014525715.1_ASM1452571v1,Borreliella bavariensis,Intra-species,0.015085749177020283,11365,753360
GCF_026572835.1_ASM2657283v1,GCF_014525535.1_ASM1452553v1,Borreliella bavariensis,Intra-species,0.015085245379222435,11361,753120
GCF_026572835.1_ASM2657283v1,GCF_014525665.1_ASM1452566v1,Borreliella bavariensis,Intra-species,0.015099490342312763,11350,751681
GCF_026572835.1_ASM2657283v1,GCF_014526025.1_ASM1452602v1,Borreliella bavariensis,Intra-species,0.015104367955312427,11373,752961
GCF_026572835.1_ASM2657283v1,GCF_000196215.1_ASM19621v1,Borreliella bavariensis,Intra-species,0.015396234028066273,11600,753431
GCF_026572835.1_ASM2657283v1,GCF_014525815.1_ASM1452581v1,Borreliella bavariensis,Intra-species,0.015085949425897657,11365,753350
GCF_026572835.1_ASM2657283v1,GCF_014525925.1_ASM1452592v1,Borreliella bavariensis,Intra-species,0.009729020886203638,7330,753416
GCF_026572835.1_ASM2657283v1,GCF_014525565.1_ASM1452556v1,Borreliella bavariensis,Intra-species,0.015109060525173582,11383,753389
GCF_026572835.1_ASM2657283v1,GCF_026572395.1_ASM2657239v1,Borreliella bavariensis,Intra-species,0.00023927133901558453,180,752284
GCF_026572835.1_ASM2657283v1,GCF_026572375.1_ASM2657237v1,Borreliella bavariensis,Intra-species,0.009747287148842203,7345,753543
GCF_026572835.1_ASM2657283v1,GCF_026572795.1_ASM2657279v1,Borreliella bavariensis,Intra-species,0.011221506181991123,8447,752751
GCF_026572835.1_ASM2657283v1,GCF_026572815.1_ASM2657281v1,Borreliella bavariensis,Intra-species,0.009711777370669928,7321,753827
GCF_026572835.1_ASM2657283v1,GCF_018831585.1_ASM1883158v1,Borreliella bavariensis,Intra-species,0.00975773576991336,7351,753351
GCF_026572835.1_ASM2657283v1,GCF_026572455.1_ASM2657245v1,Borreliella bavariensis,Intra-species,0.0098179655030757,7361,749748
GCF_026572835.1_ASM2657283v1,GCF_014525845.1_ASM1452584v1,Borreliella bavariensis,Intra-species,0.015078907592714097,11353,752906
GCF_026572835.1_ASM2657283v1,GCF_014525455.1_ASM1452545v1,Borreliella bavariensis,Intra-species,0.01508016065323464,11358,753175
GCF_026572835.1_ASM2657283v1,GCF_026572475.1_ASM2657247v1,Borreliella bavariensis,Intra-species,0.009754421526852849,7353,753812
GCF_026572835.1_ASM2657283v1,GCF_026572515.1_ASM2657251v1,Borreliella bavariensis,Intra-species,0.009784835311574685,7313,747381
GCF_026572835.1_ASM2657283v1,GCF_026572855.1_ASM2657285v1,Borreliella bavariensis,Intra-species,0.011225088937243118,8450,752778
GCF_026572835.1_ASM2657283v1,GCF_014525705.1_ASM1452570v1,Borreliella bavariensis,Intra-species,0.015124395323614152,11365,751435
