GCF_002995915.1_ASM299591v1|NZ_PHOJ01000016.1|length=8402	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000016.1|length=8402
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525455.1_ASM1452545v1|NZ_JACFAL010000004.1|length=21320
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525525.1_ASM1452552v1|NZ_JACFAM010000004.1|length=21127
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525535.1_ASM1452553v1|NZ_JACFAN010000004.1|length=21386
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000004.1|length=21494
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000004.1|length=21319
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525805.2_ASM1452580v2|NZ_CP117805.1|length=21397
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000004.1|length=21389
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000004.1|length=21336
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000007.1|length=21453
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_003814425.1_ASM381442v1|NZ_CP028883.1|length=21171
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525565.1_ASM1452556v1|NZ_JACFAO010000004.1|length=21361
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525685.1_ASM1452568v1|NZ_JACFAT010000004.1|length=21309
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000004.1|length=21322
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000004.1|length=21324
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000004.1|length=21292
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000004.1|length=21549	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000004.1|length=21404
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_000196215.1_ASM19621v1|NC_006129.1|length=55560
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_003814425.1_ASM381442v1|NZ_CP028873.1|length=60361
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525455.1_ASM1452545v1|NZ_JACFAL010000003.1|length=60384
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525525.1_ASM1452552v1|NZ_JACFAM010000003.1|length=60396
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525535.1_ASM1452553v1|NZ_JACFAN010000003.1|length=60532
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525565.1_ASM1452556v1|NZ_JACFAO010000003.1|length=60350
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525685.1_ASM1452568v1|NZ_JACFAT010000003.1|length=46597
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000003.1|length=60345
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000003.1|length=46616
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000003.1|length=60284
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000003.1|length=60418
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525805.2_ASM1452580v2|NZ_CP117800.1|length=60397
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000003.1|length=60541
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000003.1|length=60362
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000003.1|length=60234
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000003.1|length=60358
GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000003.1|length=60578	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000003.1|length=60396
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000001.1|length=902196	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000001.1|length=902196
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000002.1|length=26718	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000002.1|length=26718
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000006.1|length=53575	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000006.1|length=53575
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000010.1|length=27800	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000010.1|length=27800
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522	GCF_000962775.1_ASM96277v1|NZ_CP009062.1|length=28272
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522	GCF_003814425.1_ASM381442v1|NZ_CP028879.1|length=28433
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522	GCF_014525685.1_ASM1452568v1|NZ_JACFAT010000011.1|length=28420
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000014.1|length=10116
GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000009.1|length=33522	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000011.1|length=28422
GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000001.1|length=905236	GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000001.1|length=905236
GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000012.1|length=27757	GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000012.1|length=27757
GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000001.1|length=904602	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000001.1|length=904602
GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000011.1|length=21188	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000011.1|length=21188
GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000012.1|length=27456	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000012.1|length=27456
GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000007.1|length=19566	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000007.1|length=19566
GCF_014525805.2_ASM1452580v2|NZ_CP117799.1|length=905911	GCF_014525805.2_ASM1452580v2|NZ_CP117799.1|length=905911
GCF_014525805.2_ASM1452580v2|NZ_CP117803.1|length=13162	GCF_014525805.2_ASM1452580v2|NZ_CP117803.1|length=13162
GCF_014525805.2_ASM1452580v2|NZ_CP117803.1|length=13162	GCF_014525665.1_ASM1452566v1|NZ_JACFAS010000010.1|length=12005
GCF_014525805.2_ASM1452580v2|NZ_CP117803.1|length=13162	GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000010.1|length=11965
GCF_014525805.2_ASM1452580v2|NZ_CP117803.1|length=13162	GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000010.1|length=11741
GCF_014525805.2_ASM1452580v2|NZ_CP117803.1|length=13162	GCF_014525785.1_ASM1452578v1|NZ_JACFAY010000010.1|length=11299
GCF_014525805.2_ASM1452580v2|NZ_CP117810.1|length=29941	GCF_014525805.2_ASM1452580v2|NZ_CP117810.1|length=29941
GCF_014525805.2_ASM1452580v2|NZ_CP117810.1|length=29941	GCF_018831585.1_ASM1883158v1|NZ_CP059022.1|length=7295
GCF_014525805.2_ASM1452580v2|NZ_CP117810.1|length=29941	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000013.1|length=5178
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_003814425.1_ASM381442v1|NZ_CP028882.1|length=24141
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525455.1_ASM1452545v1|NZ_JACFAL010000007.1|length=24151
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525525.1_ASM1452552v1|NZ_JACFAM010000007.1|length=24126
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525535.1_ASM1452553v1|NZ_JACFAN010000007.1|length=24113
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525565.1_ASM1452556v1|NZ_JACFAO010000007.1|length=24081
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525665.1_ASM1452566v1|NZ_JACFAS010000007.1|length=23997
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000007.1|length=24217
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525715.1_ASM1452571v1|NZ_JACFAU010000007.1|length=24329
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000007.1|length=24236
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525755.1_ASM1452575v1|NZ_JACFAW010000007.1|length=24232
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525805.2_ASM1452580v2|NZ_CP117804.1|length=24153
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000007.1|length=24113
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000005.1|length=24314
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000007.1|length=24195
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000010.1|length=10001
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_014525685.1_ASM1452568v1|NZ_JACFAT010000009.1|length=24088
GCF_014525815.1_ASM1452581v1|NZ_JACFBA010000007.1|length=32504	GCF_032606795.1_ASM3260679v1|NZ_CP117915.1|length=12943
GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000001.1|length=905485	GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000001.1|length=905485
GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000014.1|length=6583	GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000014.1|length=6583
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000001.1|length=906691	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000001.1|length=906691
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000002.1|length=27291	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000002.1|length=27291
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000002.1|length=27291	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000002.1|length=27291
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000017.1|length=32733	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000017.1|length=32733
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000017.1|length=32733	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000015.1|length=32432
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000017.1|length=32733	GCF_018831585.1_ASM1883158v1|NZ_CP059019.1|length=32549
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000018.1|length=13285	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000018.1|length=13285
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000019.1|length=18419	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000019.1|length=18419
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000012.1|length=21379	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000012.1|length=21379
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000014.1|length=17748	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000014.1|length=17748
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000016.1|length=20116	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000016.1|length=20116
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000006.1|length=27408	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000006.1|length=27408
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000006.1|length=27408	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000006.1|length=27395
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000006.1|length=27408	GCF_018831585.1_ASM1883158v1|NZ_CP059014.1|length=27418
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000007.1|length=19591	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000007.1|length=19591
GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000009.1|length=29770	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000009.1|length=29770
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000001.1|length=903996	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000001.1|length=903996
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000016.1|length=13956	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000016.1|length=13956
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000016.1|length=13956	GCF_018831585.1_ASM1883158v1|NZ_CP059026.1|length=13956
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000017.1|length=18985	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000017.1|length=18985
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000017.1|length=18985	GCF_018831585.1_ASM1883158v1|NZ_CP059027.1|length=18985
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000012.1|length=20121	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000012.1|length=20121
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000013.1|length=10092	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000013.1|length=10092
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000013.1|length=10092	GCF_018831585.1_ASM1883158v1|NZ_CP059023.1|length=7301
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000005.1|length=51611	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000005.1|length=51611
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000005.1|length=51611	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000005.1|length=21641
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000005.1|length=51611	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000008.1|length=30194
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000005.1|length=51611	GCF_018831585.1_ASM1883158v1|NZ_CP059016.1|length=30012
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000005.1|length=51611	GCF_018831585.1_ASM1883158v1|NZ_CP059013.1|length=21363
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000007.1|length=20080	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000007.1|length=20080
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000008.1|length=29009	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000008.1|length=29009
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000010.1|length=16880	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000010.1|length=16880
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000003.1|length=58741	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000003.1|length=58741
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000003.1|length=58741	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000003.1|length=58698
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000003.1|length=58741	GCF_018831585.1_ASM1883158v1|NZ_CP059011.1|length=58586
GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000018.1|length=6343	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000018.1|length=6343
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000001.1|length=905181	GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000001.1|length=905181
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000010.1|length=31252	GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000010.1|length=31252
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000010.1|length=31252	GCF_014525685.1_ASM1452568v1|NZ_JACFAT010000008.1|length=31136
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000010.1|length=31252	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000012.1|length=31136
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000010.1|length=31252	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000011.1|length=30914
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000010.1|length=31252	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000013.1|length=31136
GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000007.1|length=23880	GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000007.1|length=23880
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000001.1|length=905344	GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000001.1|length=905344
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_003814425.1_ASM381442v1|NZ_CP028876.1|length=24633
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525565.1_ASM1452556v1|NZ_JACFAO010000005.1|length=24603
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525685.1_ASM1452568v1|NZ_JACFAT010000005.1|length=24645
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525705.1_ASM1452570v1|NZ_JACFAV010000005.1|length=24634
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525745.1_ASM1452574v1|NZ_JACFAX010000005.1|length=24623
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014526005.1_ASM1452600v1|NZ_JACFBC010000005.1|length=26299
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525535.1_ASM1452553v1|NZ_JACFAN010000005.1|length=24368
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525455.1_ASM1452545v1|NZ_JACFAL010000005.1|length=24307
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525665.1_ASM1452566v1|NZ_JACFAS010000005.1|length=24368
GCF_014526025.1_ASM1452602v1|NZ_JACFBG010000004.1|length=26341	GCF_014525845.1_ASM1452584v1|NZ_JACFBB010000005.1|length=24511
GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000001.1|length=905346	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000001.1|length=905346
GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000012.1|length=27458	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000012.1|length=27458
GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000005.1|length=26519	GCF_014526045.1_ASM1452604v1|NZ_JACFBF010000005.1|length=26519
GCF_018141305.1_ASM1814130v1|NZ_CP042238.1|length=918834	GCF_018141305.1_ASM1814130v1|NZ_CP042238.1|length=918834
GCF_018141305.1_ASM1814130v1|NZ_CP042238.1|length=918834	GCF_026643535.1_ASM2664353v1|NZ_CP075440.1|length=903559
GCF_018831585.1_ASM1883158v1|NZ_CP059009.1|length=906948	GCF_018831585.1_ASM1883158v1|NZ_CP059009.1|length=906948
GCF_018831585.1_ASM1883158v1|NZ_CP059009.1|length=906948	GCF_026572375.1_ASM2657237v1|NZ_CP075235.1|length=906190
GCF_018831585.1_ASM1883158v1|NZ_CP059010.1|length=27153	GCF_018831585.1_ASM1883158v1|NZ_CP059010.1|length=27153
GCF_018831585.1_ASM1883158v1|NZ_CP059015.1|length=20462	GCF_018831585.1_ASM1883158v1|NZ_CP059015.1|length=20462
GCF_018831585.1_ASM1883158v1|NZ_CP059017.1|length=21042	GCF_018831585.1_ASM1883158v1|NZ_CP059017.1|length=21042
GCF_018831585.1_ASM1883158v1|NZ_CP059017.1|length=21042	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000010.1|length=20679
GCF_018831585.1_ASM1883158v1|NZ_CP059017.1|length=21042	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000009.1|length=21025
GCF_018831585.1_ASM1883158v1|NZ_CP059018.1|length=17818	GCF_018831585.1_ASM1883158v1|NZ_CP059018.1|length=17818
GCF_018831585.1_ASM1883158v1|NZ_CP059018.1|length=17818	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000011.1|length=17393
GCF_018831585.1_ASM1883158v1|NZ_CP059020.1|length=22002	GCF_018831585.1_ASM1883158v1|NZ_CP059020.1|length=22002
GCF_018831585.1_ASM1883158v1|NZ_CP059020.1|length=22002	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000011.1|length=21860
GCF_018831585.1_ASM1883158v1|NZ_CP059021.1|length=21661	GCF_018831585.1_ASM1883158v1|NZ_CP059021.1|length=21661
GCF_018831585.1_ASM1883158v1|NZ_CP059024.1|length=9918	GCF_018831585.1_ASM1883158v1|NZ_CP059024.1|length=9918
GCF_018831585.1_ASM1883158v1|NZ_CP059024.1|length=9918	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000015.1|length=8810
GCF_018831585.1_ASM1883158v1|NZ_CP059024.1|length=9918	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000014.1|length=9389
GCF_018831585.1_ASM1883158v1|NZ_CP059025.1|length=30693	GCF_018831585.1_ASM1883158v1|NZ_CP059025.1|length=30693
GCF_018831585.1_ASM1883158v1|NZ_CP059012.1|length=22962	GCF_018831585.1_ASM1883158v1|NZ_CP059012.1|length=22962
GCF_018831585.1_ASM1883158v1|NZ_CP059012.1|length=22962	GCF_014525925.1_ASM1452592v1|NZ_JACGTX010000004.1|length=22916
GCF_018831585.1_ASM1883158v1|NZ_CP059012.1|length=22962	GCF_014525935.1_ASM1452593v1|NZ_JACGTV010000004.1|length=22929
GCF_019134655.1_ASM1913465v1|NZ_CP077730.1|length=30868	GCF_019134655.1_ASM1913465v1|NZ_CP077730.1|length=30868
GCF_019134655.1_ASM1913465v1|NZ_CP077730.1|length=30868	GCF_002996105.1_ASM299610v1|NZ_PHPH01000014.1|length=6155
GCF_019134655.1_ASM1913465v1|NZ_CP077731.1|length=29645	GCF_019134655.1_ASM1913465v1|NZ_CP077731.1|length=29645
GCF_019134655.1_ASM1913465v1|NZ_CP077732.1|length=28639	GCF_019134655.1_ASM1913465v1|NZ_CP077732.1|length=28639
GCF_019134655.1_ASM1913465v1|NZ_CP077734.1|length=28329	GCF_019134655.1_ASM1913465v1|NZ_CP077734.1|length=28329
GCF_019134655.1_ASM1913465v1|NZ_CP077734.1|length=28329	GCF_032595755.1_ASM3259575v2|NZ_CP179431.1|length=27737
GCF_019134655.1_ASM1913465v1|NZ_CP077735.1|length=30892	GCF_019134655.1_ASM1913465v1|NZ_CP077735.1|length=30892
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_002996645.1_ASM299664v1|NZ_PHOP01000008.1|length=25091
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_002997145.1_ASM299714v1|NZ_PHQJ01000008.1|length=24894
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_002997245.1_ASM299724v1|NZ_PHQM01000006.1|length=25174
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_002997265.1_ASM299726v1|NZ_PHQN01000006.1|length=25561
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_032595755.1_ASM3259575v2|NZ_CP179429.1|length=25577
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_040790765.1_ASM4079076v1|NZ_CP161121.1|length=25583
GCF_019134655.1_ASM1913465v1|NZ_CP077736.1|length=31390	GCF_040790785.1_ASM4079078v1|NZ_CP161139.1|length=25583
GCF_019134655.1_ASM1913465v1|NZ_CP077737.1|length=51773	GCF_019134655.1_ASM1913465v1|NZ_CP077737.1|length=51773
GCF_019464575.1_ASM1946457v1|NZ_CP074055.1|length=26512	GCF_019464575.1_ASM1946457v1|NZ_CP074055.1|length=26512
GCF_002996405.1_ASM299640v1|NZ_PHQH01000009.1|length=10658	GCF_002996405.1_ASM299640v1|NZ_PHQH01000009.1|length=10658
GCF_002996405.1_ASM299640v1|NZ_PHQH01000012.1|length=8576	GCF_002996405.1_ASM299640v1|NZ_PHQH01000012.1|length=8576
GCF_002996405.1_ASM299640v1|NZ_PHQH01000012.1|length=8576	GCF_002996685.1_ASM299668v1|NZ_PHOR01000012.1|length=8073
GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778	GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778
GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778	GCF_002442595.2_ASM244259v2|NZ_CP017216.1|length=30210
GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778	GCF_019464575.1_ASM1946457v1|NZ_CP074057.1|length=30208
GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778	GCF_024662155.1_ASM2466215v1|NZ_CP094575.1|length=30028
GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778	GCF_051054285.1_ASM5105428v1|NZ_CP144348.1|length=25252
GCF_002996405.1_ASM299640v1|NZ_PHQH01000002.1|length=55778	GCF_051054405.1_ASM5105440v1|NZ_CP147269.1|length=10827
